,index,site_y,product,product_price,review_header,reviewer_name,review_content,review_star_rating,review_helpful_votes,pred_useful
1346,11559,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,bulky,Paulybee,Its really bulky for the amount of Storage it has inside.,3,0,0.39655030280126763
1347,10641,amazon,"Best Choice Products Upholstered Sectional Sofa for Home, Apartment, Dorm, Bonus Room, Compact Spaces w/Chaise Lounge, 3-Seat, L-Shape Design, Reversible Ottoman Bench, 680lb Capacity - Blue/Gray",359.99,Exactly what I expected,Natasha S LapinerGiresi,"It was easy to assemble, the collie was a nice
Medium grey. Very comfortable and perfect for a small apt.",5,0,0.3964740799707272
1348,1559,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Importing Tax Documents is a problem,Peterpoo,"When importing my interest and dividend income, TurboTax did not alert me that the Fidelity Tax documents were still incomplete. This resulted in a lower tax bill than expected. Only came to light due to my due diligence.",3,0,0.3955428268160335
1349,10451,amazon,"LEYAOYAO Cube Bookshelf 3 Tier Mid-Century Rustic Brown Modern Bookcase with Legs,Retro Wood Bookshelves Storage Organizer Shelf,Freestanding Open Book Shelves for Bedroom,Living Room,Office",99.98,Easy to assemble! And very pretty!,M.E.,Pretty but I dont like that the pieces that goes between the back pieces are not the same color as the bookshelf. But still nice though!,4,0,0.3953735056190604
1350,778,Target,Samsung Galaxy S22 Ultra 5G Unlocked (128GB) Smartphone - Burgundy,1199.99,"Amazing camera, no lag device at all.",Ssimpleyfun,[This review was collected as part of a promotion.] I use my phone for everything.lately for photography being it has a better faster camera then my camera. The phone is sleek and big. If you like a big clear screen that takes great photos this is it. No lag on apps a no crashing issues. Overall great phone.,4,0,0.3952574159030836
1351,11706,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,Great little cooler,Donna D.,"My boyfriend and I purchased this cooler and a larger one for day trips and to use on the boat. We consider these coolers as investment pieces and were okay to spend more for them. The cooler has nice features and keeps things cold. The inside of the cooler is smaller than you think because the walls of the cooler are pretty thick. If you want to make sure a certain amount of items can fit into the cooler, be sure to check the product specs for the inside dimensions. Great product.",5,0,0.3949476272259283
1352,9873,amazon,"e.l.f. O Face Satin Lipstick, Richly Pigmented, Nourishing & Long-Lasting Creamy Lipstick, Infused With Jojoba, Vegan & Cruelty-Free, No Regrets",9.0,Best lipstick!,Mamowisblonde,"Elf products are my favorite. They are actually waterproof when they say they are, their lipstick stays on much longer that most and their products are the least expensive out there! I do not think you will be disappointed!",5,0,0.3949355942409644
1353,9678,amazon,Dyson Ball Animal 3 Extra Upright Vacuum Cleaner,399.0,BANG!,The Reynolds,I upgraded my oldie Dyson ball to this one and is POWERFUL man!!!! I vacuumed a carpet that was just cleaned and it still filled up my canister. It is heavier due to its powerful suction but so far I love it!!!,5,0,0.3942489654340465
1354,10081,amazon,"Revlon Illuminance Skin-Caring Liquid Foundation, Hyaluronic Acid, Hydrating and Nourishing Formula with Medium Coverage, 201 Creamy Natural (Pack of 1)",13.48,"Good coverage, not greasy",HR4,I have mature skin. This goes on smooth and easy and stays all day. It never feels greasy or oily.,5,0,0.39344791752718156
1355,2375,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Good microwave,SDSpokane,"This is my second microwave, same model. The last one worked nice, good features, but only lasted 4 years (almost to the day). Looks nice and fits our spot in the kitchen.",4,0,0.39338796097033857
1356,7877,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Stick it to 'ya,Disappointed,This has become quite a money maker I'll bet... Lock people in with yearly subscriptions so you make more off our backs!,2,0,0.39302855532565695
1357,11494,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,Not USA made,K. Kramer,Thought I saw on website this was US made. It's not. It's China. For the money it looks good though.,3,0,0.39292892525218254
1358,11033,Target,Dyson Ball Animal 3 Extra Upright Vacuum,499.99,Lots of vacuuming power,DanM,"This vacuum gets more dirt out of our carpets then our previous DC24. You must use the floor type settings on the head, or the vacuum can suck itself down to the floor so well it is hard to move. A bit heavier then the DC24 but a great vac.",5,0,0.39279928409691556
1359,10097,amazon,"Revlon Illuminance Skin-Caring Liquid Foundation, Hyaluronic Acid, Hydrating and Nourishing Formula with Medium Coverage, 201 Creamy Natural (Pack of 1)",13.48,Best dewy finish,Ali M,This foundation is a perfect dupe for the High end skin Tints over $50 - the finish is light & dewy and blends easy!,5,0,0.3926198062671754
1360,9067,amazon,Mario Kart 8 Deluxe - US Version,39.99,Fun fun,Bradley,"Only wish the game, wasn't more money to get the expansion, as Mario cart never goes down in price to much",4,0,0.3925834820723854
1361,2160,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Worth the money,coach1104,This is a product that has done what it says and was the worth the money that we spend on it.,4,0,0.39253535236270304
1362,1656,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Not so sure. Thinking about quitting TurboTax,CMTopf,No so hot. 3 hours on the wrong problem!!!!!!!!!!,2,0,0.3924522853563678
1363,2430,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Needed a microwave!,hotbuns,"Replaced the former model. I think the door could swing open wider and I miss the frozen vegetable button when ""vegetable"" was pushed twice.",4,0,0.3924302712991739
1364,11341,Target,"Ninja Woodfire Pizza Oven, 8-in-1 Outdoor Oven, 5 Pizza Settings, Smoker, Ninja Woodfire Technology, Electric - OO101",399.99,Makes amazing pizza,Rogerp53,[This review was collected as part of a promotion.] This woodfire oven has it all. Let me say that it comes fully assembled just pull it out of the box. I absolutely love this oven. The ninja outdoor oven can reach up to 700 degrees Fahrenheit for creating brick oven inspired pizza and flavors you can enjoy any day. This is electric heat with wood fire flavor. This uses real wood pellets to flavor your recipes not as fuel. Accessories are not included but they do offer some that you can purchase. I love that it comes with a quick start guide and recipe book.,5,0,0.39229432133055403
1365,11376,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,You wont fit two cases in here,,"It looks very sturdy, but it was a bit smaller than I had anticipated",3,0,0.3918522372876179
1366,2465,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,So far so good!,Soap designs,"We're pleased with our microwave so far, easy to use...nice simple design, no problems with the door opening, like some of them. Its Quiet, nice and clean and large enough for casserole dishes if needed.",4,0,0.3916832392367325
1367,841,Target,Samsung Galaxy S22 Ultra 5G Unlocked (128GB) Smartphone - Burgundy,1199.99,One of the Best Phones,josefina72,"[This review was collected as part of a promotion.] I love everything about this phone. The size I awesome because I always use spit screen - so it's great for that. I also love the camera, it takes really great pictures. It is also very easy to edit them I especially like taking pictures at dusk - the pictures look amazing. I love this phone for all the normal practical uses, like file sharing and even writing documents. One other feature that I like a lot is the stylus - it's amazing. Thank you Samsung for this amazing phone!",5,0,0.39113257101994764
1368,7,amazon,"Apple iPhone 14, 256GB, Blue - Unlocked (Renewed Premium)",664.71,Llego en muy buen estado y funciona perfecto,Rocio castrellon,"Me encanto llego en muy buen estado
La vida de batera esta al %100 quede fascinada",5,0,0.39110499503006974
1369,805,Target,Samsung Galaxy S22 Ultra 5G Unlocked (128GB) Smartphone - Burgundy,1199.99,Fantastic device that has stood a long term test,Griffithus,"[This review was collected as part of a promotion.] My phone is both my work device and my personal device. It accomplishes everything I throw at it without fail. One day I may be writing notes with the s pen during a meeting, sending emails, or syncing with our drone applications. The next day I'm capturing pictures of my kids all day long in great quality and making calls to my family with very reliable call quality and good battery life. It's great for gaming too (both on device and cloud streaming.",5,0,0.3908178175551816
1370,9057,amazon,Mario Kart 8 Deluxe - US Version,39.99,Bomb,Fyre,What can you say about Mario kart that hasn't already been said? Awesome game. Hours of happiness. Didn't come with the booklet though ,4,0,0.3905355229926384
1371,867,Target,Samsung Galaxy S22 Ultra 5G Unlocked (128GB) Smartphone - Burgundy,1199.99,This device has great features,BreezyBees,"[This review was collected as part of a promotion.] I use my Samsung for S22 for Emailing, and I also play video games. So far it has worked great for me.",3,0,0.3904822871827147
1372,10096,amazon,"Revlon Illuminance Skin-Caring Liquid Foundation, Hyaluronic Acid, Hydrating and Nourishing Formula with Medium Coverage, 201 Creamy Natural (Pack of 1)",13.48,Excelente,Carmen Celestrin,Muy buen producto me encanto gracias,5,0,0.3900824470360033
1373,9531,amazon,Igloo 24 qt IMX Lockable Insulated Ice Chest Injection Molded Cooler,94.99,"Good, not great",Tara Ward,"Great cooler! Sturdy, solid and keeps things cold. Only downside side is its bulkier then a normal cooler that has the super thick insulation. And the outside of it makes it seem like the inside that you fill with drinks will be about the same size but its really significantly smaller.",4,0,0.3899792949091622
1374,8882,bestbuy,"Ninja - Woodfire Pizza Oven, 8-in-1 Outdoor Oven, 5 Pizza Settings, 700°F, Smoker, Woodfire Technology, Electric - Terracotta Red",349.99,Unfinished,Stone,Poor performance and gameplay. Last game was better.,1,0,0.3899624210516477
1375,7879,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Dissatisfied,Treed,Its hard to get this on a computer. Still didnt get it to work properly.,2,0,0.3891861762441671
1376,10261,amazon,"LEYAOYAO Cube Bookshelf 3 Tier Mid-Century Rustic Brown Modern Bookcase with Legs,Retro Wood Bookshelves Storage Organizer Shelf,Freestanding Open Book Shelves for Bedroom,Living Room,Office",99.98,I am completely obsessed!,Amy Sue,Loveeee this bookshelf!! It looks amazing. The one thing Im a little sad about is it was a little wobbly on the rug with the feet on. So I took the feet off. I like the look more with the feet. But its ok. I still love it. Its a beautiful bookcase and Im so happy with it. Definitely recommend.,5,0,0.38898048531243856
